text,label
Earn ₹7559 per day from home. Join now KoFlhbZ5,Spam
Happy Birthday! Have a great year ahead perg1aFz,Not Spam
Can you send me the project files? hYwqPP57,Not Spam
Limited time offer! Get 88% discount on laptop. Buy now E8iyM69Q,Spam
You have been selected for a free laptop. Register today HmiNH4Hf,Spam
The event starts at 10 AM tomorrow n0X71cRT,Not Spam
Congratulations! You won a bike. Click here to claim now RHPezvyL,Spam
"Hi, can we reschedule our meeting to tomorrow? zhuXl3hX",Not Spam
Can you send me the project files? xisMhMQ0,Not Spam
Urgent! Your account is suspended. Verify immediately acSekKYF,Spam
Hot sale on bike. Don’t miss out BkKwpAld,Spam
Please find the attached report for your review m8to94tx,Not Spam
The event starts at 10 AM tomorrow i4PwPe7Q,Not Spam
Claim your cashback of ₹4712 today zn6Hm6cz,Spam
Final reminder: Your loan of ₹2482 is approved z7xc117W,Spam
Please find the attached report for your review nefSwmU3,Not Spam
Thank you for your purchase DQDU8Vcf,Not Spam
Happy Birthday! Have a great year ahead LWQXR5yh,Not Spam
Your order has been shipped and will arrive soon 44O9Avz0,Not Spam
Urgent! Your account is suspended. Verify immediately MPzlfLkk,Spam
Exclusive deal on TV. Order before it ends zICVMNLB,Spam
Reminder: Submit your assignment by tonight nGF1Fw7X,Not Spam
Reminder: Submit your assignment by tonight R07flU8i,Not Spam
Hot sale on gift card. Don’t miss out zYyeAF5r,Spam
Can you send me the project files? z0qJjN0N,Not Spam
Earn ₹1955 per day from home. Join now fAOizRp6,Spam
Thank you for your purchase B7J8IeZ9,Not Spam
Reminder: Submit your assignment by tonight rwu2O33V,Not Spam
You have been selected for a free headphones. Register today BqnTL1f5,Spam
Urgent! Your account is suspended. Verify immediately IQE0PqTw,Spam
Final reminder: Your loan of ₹7010 is approved zkKPWOCG,Spam
"Hi, can we reschedule our meeting to tomorrow? YpiiF6vJ",Not Spam
Thank you for your purchase gKYt3vG6,Not Spam
Please find the attached report for your review S9vfgTxA,Not Spam
"Hi, can we reschedule our meeting to tomorrow? HKGuLLoF",Not Spam
The event starts at 10 AM tomorrow 1jp5Sw9e,Not Spam
Exclusive deal on TV. Order before it ends niG18Lre,Spam
Limited time offer! Get 61% discount on iPhone. Buy now WjanuHpr,Spam
You have been selected for a free TV. Register today QqlhOBiH,Spam
Win a brand new TV by entering this contest GBaGZdq7,Spam
Urgent! Your account is suspended. Verify immediately ho4rXH1E,Spam
Please find the attached report for your review OzEshapi,Not Spam
Can you send me the project files? WsFJrirO,Not Spam
Limited time offer! Get 59% discount on iPhone. Buy now jYvDu9Jt,Spam
Please find the attached report for your review Ya5Ex2mK,Not Spam
"Hi, can we reschedule our meeting to tomorrow? LDAHKnmx",Not Spam
Please find the attached report for your review rUiHpG3K,Not Spam
Exclusive deal on smartwatch. Order before it ends vo0m2u6U,Spam
Congratulations! You won a smartwatch. Click here to claim now m32qQn8S,Spam
Thank you for your purchase 4VgzEMc7,Not Spam
Win a brand new laptop by entering this contest 1NQEEv8M,Spam
Happy Birthday! Have a great year ahead eQvZdPd5,Not Spam
The event starts at 10 AM tomorrow yuuqLLoW,Not Spam
Please find the attached report for your review rpN8AGUF,Not Spam
Please confirm your availability for the interview wZ5nGZur,Not Spam
Please confirm your availability for the interview c9pGJ4FR,Not Spam
Claim your cashback of ₹7188 today Ye6EchVx,Spam
Claim your cashback of ₹3042 today jIEDT2m9,Spam
Limited time offer! Get 21% discount on TV. Buy now Zln8Q2tX,Spam
Final reminder: Your loan of ₹2577 is approved v5Bh8RaE,Spam
Let's catch up over coffee this weekend LYRFVtMR,Not Spam
Earn ₹4460 per day from home. Join now juTOnv63,Spam
Can you send me the project files? cZdns2rG,Not Spam
Thank you for your purchase aSWn8wu0,Not Spam
Hot sale on TV. Don’t miss out ZsJzBEb3,Spam
Limited time offer! Get 87% discount on smartwatch. Buy now Jt9qG65B,Spam
Congratulations! You won a iPhone. Click here to claim now kxqGC7Oz,Spam
The event starts at 10 AM tomorrow DPZfK3Rd,Not Spam
Urgent! Your account is suspended. Verify immediately E7nsinVt,Spam
The event starts at 10 AM tomorrow qroH8ci5,Not Spam
Hot sale on bike. Don’t miss out T1YCh4XJ,Spam
Limited time offer! Get 43% discount on gift card. Buy now 04kjBQQm,Spam
Please find the attached report for your review V2D1TLi0,Not Spam
Claim your cashback of ₹1709 today 2o66r8Zu,Spam
Can you send me the project files? KG8oqv1o,Not Spam
Urgent! Your account is suspended. Verify immediately njjP6XBB,Spam
Your order has been shipped and will arrive soon bKapGuJD,Not Spam
Limited time offer! Get 49% discount on headphones. Buy now jRoMv0mB,Spam
Happy Birthday! Have a great year ahead Prqipvqq,Not Spam
Can you send me the project files? IrQtSMCp,Not Spam
Thank you for your purchase wUl0OlCi,Not Spam
"Hi, can we reschedule our meeting to tomorrow? SB6ZBsvp",Not Spam
"Hi, can we reschedule our meeting to tomorrow? PwUHbsEn",Not Spam
Let's catch up over coffee this weekend ZejBvjVg,Not Spam
Win a brand new gift card by entering this contest cR5jUnQe,Spam
Win a brand new headphones by entering this contest 5pcN4mGB,Spam
The event starts at 10 AM tomorrow DgvhP2Rr,Not Spam
Claim your cashback of ₹7197 today KOTl0RND,Spam
Can you send me the project files? YcUYqpQN,Not Spam
Exclusive deal on headphones. Order before it ends rjkJjTgg,Spam
"Hi, can we reschedule our meeting to tomorrow? tnrYJLfS",Not Spam
Reminder: Submit your assignment by tonight crZgdnLh,Not Spam
Let's catch up over coffee this weekend WjKRzs5J,Not Spam
"Hi, can we reschedule our meeting to tomorrow? VfyafEmu",Not Spam
Happy Birthday! Have a great year ahead rmme5n7i,Not Spam
Happy Birthday! Have a great year ahead 4B3TEvvb,Not Spam
Urgent! Your account is suspended. Verify immediately yzm5Kdps,Spam
Congratulations! You won a smartwatch. Click here to claim now r4L1sh30,Spam
Please confirm your availability for the interview jF7gbwQ7,Not Spam
Happy Birthday! Have a great year ahead hnSq5zMJ,Not Spam
"Hi, can we reschedule our meeting to tomorrow? T9mr6ciM",Not Spam
The event starts at 10 AM tomorrow VlJ15isP,Not Spam
Please find the attached report for your review xWmZRjpR,Not Spam
You have been selected for a free tablet. Register today EeKnM1hP,Spam
Please find the attached report for your review 4FnLNke0,Not Spam
Urgent! Your account is suspended. Verify immediately baRIR70V,Spam
Claim your cashback of ₹3842 today P8DIbL8L,Spam
The event starts at 10 AM tomorrow TVx4svqO,Not Spam
Thank you for your purchase IvuSu4rQ,Not Spam
Please find the attached report for your review Nn8Jj2Fr,Not Spam
Limited time offer! Get 41% discount on bike. Buy now DpN9xaQg,Spam
Your order has been shipped and will arrive soon 2oGDNSJS,Not Spam
Thank you for your purchase wq9dOkFp,Not Spam
You have been selected for a free bike. Register today f5mPP44F,Spam
Please confirm your availability for the interview JkVMvDUk,Not Spam
Exclusive deal on iPhone. Order before it ends RDrYioss,Spam
Let's catch up over coffee this weekend cCjqoIwo,Not Spam
Final reminder: Your loan of ₹7478 is approved i1V3aTAv,Spam
Win a brand new tablet by entering this contest iGaKxxgQ,Spam
Earn ₹2121 per day from home. Join now KY3ApJCb,Spam
Reminder: Submit your assignment by tonight 1u7drExR,Not Spam
Exclusive deal on iPhone. Order before it ends fgPRYWKE,Spam
Thank you for your purchase LhJCR0S6,Not Spam
Please confirm your availability for the interview j0veEpQx,Not Spam
Final reminder: Your loan of ₹1426 is approved T2n1yWBE,Spam
Reminder: Submit your assignment by tonight 4el7Rt0I,Not Spam
Your order has been shipped and will arrive soon BIArz0ie,Not Spam
Can you send me the project files? 83sU65vW,Not Spam
Your order has been shipped and will arrive soon JcbzWjmR,Not Spam
Happy Birthday! Have a great year ahead 4TjFUsJc,Not Spam
Happy Birthday! Have a great year ahead riYfON0e,Not Spam
Earn ₹1002 per day from home. Join now p9NpqTIX,Spam
Final reminder: Your loan of ₹1322 is approved MXufAo6O,Spam
Happy Birthday! Have a great year ahead UfHptQPL,Not Spam
Reminder: Submit your assignment by tonight z3ZaahGZ,Not Spam
Please confirm your availability for the interview 8fg6WJJV,Not Spam
Final reminder: Your loan of ₹6282 is approved UWdm145f,Spam
Please find the attached report for your review lRXuE3b5,Not Spam
Urgent! Your account is suspended. Verify immediately DCmEnBOc,Spam
Happy Birthday! Have a great year ahead SRJ4G1wN,Not Spam
Thank you for your purchase T0HQ100L,Not Spam
Exclusive deal on TV. Order before it ends FzLUbnOb,Spam
Please confirm your availability for the interview PI3DrN7Q,Not Spam
Final reminder: Your loan of ₹2184 is approved Zx1x5vyW,Spam
"Hi, can we reschedule our meeting to tomorrow? U2gSDXzz",Not Spam
Please confirm your availability for the interview xcqTjV1y,Not Spam
Happy Birthday! Have a great year ahead WA8SOPln,Not Spam
Win a brand new gift card by entering this contest xS92H25d,Spam
Urgent! Your account is suspended. Verify immediately SVRwT5QM,Spam
Win a brand new tablet by entering this contest vk87udpq,Spam
Congratulations! You won a headphones. Click here to claim now GlfzNAhi,Spam
Hot sale on laptop. Don’t miss out UZ8Zntzh,Spam
Limited time offer! Get 62% discount on tablet. Buy now QYY9b0SM,Spam
Earn ₹1276 per day from home. Join now eVw2b1Ns,Spam
Please find the attached report for your review n1zwdVmb,Not Spam
Limited time offer! Get 47% discount on TV. Buy now aImsTAX4,Spam
Congratulations! You won a tablet. Click here to claim now De6FGXRp,Spam
Claim your cashback of ₹6888 today 3SPep5BE,Spam
Congratulations! You won a smartwatch. Click here to claim now N4woOxrD,Spam
Congratulations! You won a gift card. Click here to claim now 2POdjmmJ,Spam
Win a brand new smartwatch by entering this contest b7Wbo8T2,Spam
Please confirm your availability for the interview xQJ6sCNm,Not Spam
Urgent! Your account is suspended. Verify immediately LcSXVegC,Spam
Happy Birthday! Have a great year ahead g1SVfBzp,Not Spam
Win a brand new laptop by entering this contest rhdlmgBN,Spam
Exclusive deal on bike. Order before it ends VrJ50KrE,Spam
Hot sale on iPhone. Don’t miss out UlqBgq1E,Spam
The event starts at 10 AM tomorrow kepi4QTy,Not Spam
Earn ₹403 per day from home. Join now 3gMhVwW8,Spam
Please confirm your availability for the interview fauen6nn,Not Spam
Congratulations! You won a laptop. Click here to claim now WWaqEv1x,Spam
Your order has been shipped and will arrive soon fEBtZnKE,Not Spam
Please confirm your availability for the interview oBbfheWx,Not Spam
Let's catch up over coffee this weekend sOApy82f,Not Spam
Please find the attached report for your review R26vP8om,Not Spam
Win a brand new headphones by entering this contest MJuCBaDm,Spam
Win a brand new tablet by entering this contest 2lZIHcR7,Spam
Happy Birthday! Have a great year ahead bPSmfKnc,Not Spam
You have been selected for a free laptop. Register today DdsHfagO,Spam
Limited time offer! Get 16% discount on smartwatch. Buy now TpclhjbP,Spam
Exclusive deal on laptop. Order before it ends WZsf8j8j,Spam
Limited time offer! Get 36% discount on headphones. Buy now AGnzBPPG,Spam
Final reminder: Your loan of ₹1333 is approved DixpIw2U,Spam
Thank you for your purchase a8bxvonW,Not Spam
Win a brand new bike by entering this contest 34lS1D9O,Spam
Congratulations! You won a tablet. Click here to claim now gpzOOP9i,Spam
Please find the attached report for your review uoc0fOAS,Not Spam
The event starts at 10 AM tomorrow 1inn1xn9,Not Spam
Your order has been shipped and will arrive soon R7Dxe32V,Not Spam
Please find the attached report for your review Ej0NOyUC,Not Spam
"Hi, can we reschedule our meeting to tomorrow? rAYbXcS1",Not Spam
Final reminder: Your loan of ₹8085 is approved GREazd8A,Spam
Limited time offer! Get 29% discount on iPhone. Buy now 6sIWmOG1,Spam
Let's catch up over coffee this weekend lF31TuSW,Not Spam
Hot sale on laptop. Don’t miss out YYLZwrWI,Spam
Happy Birthday! Have a great year ahead 1re7Ewap,Not Spam
Earn ₹2974 per day from home. Join now CtZp4JvR,Spam
Hot sale on gift card. Don’t miss out gWOsyjNg,Spam
"Hi, can we reschedule our meeting to tomorrow? NlC1fS1b",Not Spam
Claim your cashback of ₹2317 today EmreC0Cz,Spam
Final reminder: Your loan of ₹6472 is approved 100ugFK9,Spam
The event starts at 10 AM tomorrow mfNaQJTl,Not Spam
Win a brand new bike by entering this contest cPTApe0R,Spam
Limited time offer! Get 42% discount on tablet. Buy now LkMJFpIO,Spam
Exclusive deal on headphones. Order before it ends TV9FN1kU,Spam
Let's catch up over coffee this weekend kYLK9iUC,Not Spam
Can you send me the project files? BHVKEQb4,Not Spam
Congratulations! You won a headphones. Click here to claim now 4TbPju4M,Spam
Exclusive deal on TV. Order before it ends bPKEQj6r,Spam
Claim your cashback of ₹8028 today XCEqc6It,Spam
Urgent! Your account is suspended. Verify immediately P1lWBsVd,Spam
Thank you for your purchase 3tqDczDC,Not Spam
You have been selected for a free smartwatch. Register today Wjta0e8V,Spam
Hot sale on laptop. Don’t miss out n3Kir5vH,Spam
The event starts at 10 AM tomorrow akACITwJ,Not Spam
Exclusive deal on smartwatch. Order before it ends lOxI0oys,Spam
Limited time offer! Get 63% discount on laptop. Buy now tXhvBkht,Spam
Can you send me the project files? 2dmi0pwQ,Not Spam
Claim your cashback of ₹6830 today cSoOOCzZ,Spam
Happy Birthday! Have a great year ahead XPi5uinz,Not Spam
Earn ₹5398 per day from home. Join now LYlMoseK,Spam
Earn ₹9955 per day from home. Join now oeMpHBiU,Spam
Please confirm your availability for the interview 2PGHEkHN,Not Spam
Hot sale on laptop. Don’t miss out Na1jQqWz,Spam
Win a brand new headphones by entering this contest xCHAcdRY,Spam
Thank you for your purchase Ib5mvTA3,Not Spam
Exclusive deal on tablet. Order before it ends GN0tfAKl,Spam
Urgent! Your account is suspended. Verify immediately wbgATFob,Spam
Reminder: Submit your assignment by tonight qV8YLP5M,Not Spam
Can you send me the project files? dQasFmhf,Not Spam
Congratulations! You won a gift card. Click here to claim now lQEBuwiE,Spam
Win a brand new TV by entering this contest 2cxHwp9B,Spam
Let's catch up over coffee this weekend q6H10s27,Not Spam
Final reminder: Your loan of ₹7491 is approved eN2pYscP,Spam
Reminder: Submit your assignment by tonight vjl270RT,Not Spam
Please find the attached report for your review 0lIBOfFp,Not Spam
Please find the attached report for your review FkUizj1L,Not Spam
The event starts at 10 AM tomorrow IrVoNSg2,Not Spam
Can you send me the project files? SdaCbqlf,Not Spam
Let's catch up over coffee this weekend foFQyKb4,Not Spam
Earn ₹7142 per day from home. Join now Q165pcyE,Spam
Your order has been shipped and will arrive soon R2P1hpdW,Not Spam
Final reminder: Your loan of ₹7910 is approved cYvTFMj8,Spam
Can you send me the project files? scHgG6Np,Not Spam
Win a brand new gift card by entering this contest NEq0O6ii,Spam
Exclusive deal on bike. Order before it ends M3pgwqLs,Spam
The event starts at 10 AM tomorrow LvVWo3wr,Not Spam
Final reminder: Your loan of ₹6487 is approved ZaUHxLiy,Spam
Congratulations! You won a smartwatch. Click here to claim now 5JJ8EubW,Spam
Claim your cashback of ₹7456 today DUcw1hhl,Spam
Please confirm your availability for the interview Qhe6SgzO,Not Spam
Happy Birthday! Have a great year ahead rieQrHio,Not Spam
Hot sale on tablet. Don’t miss out qMYLa2oY,Spam
Please confirm your availability for the interview Y3vgTPgJ,Not Spam
Happy Birthday! Have a great year ahead KVefYDHz,Not Spam
Win a brand new smartwatch by entering this contest yMN4ZOGp,Spam
"Hi, can we reschedule our meeting to tomorrow? f7zAywoU",Not Spam
Can you send me the project files? jOTSqfVm,Not Spam
Congratulations! You won a bike. Click here to claim now VNNuZdlf,Spam
"Hi, can we reschedule our meeting to tomorrow? RLPCOJVh",Not Spam
Win a brand new smartwatch by entering this contest DtvOM4Bp,Spam
The event starts at 10 AM tomorrow GCL2R3FM,Not Spam
Reminder: Submit your assignment by tonight lBzpsrPS,Not Spam
Let's catch up over coffee this weekend YqCzfmqo,Not Spam
Thank you for your purchase CxKdsChW,Not Spam
Win a brand new headphones by entering this contest O8amURTw,Spam
Congratulations! You won a headphones. Click here to claim now MIkLtS0o,Spam
Exclusive deal on gift card. Order before it ends YrqJef44,Spam
Reminder: Submit your assignment by tonight vcDUBNTq,Not Spam
